ID1	ID2	conf	direction	type	score
54	53	1	1	TRUE_KEGG	1.2551440332856874
160	164	1	1	TRUE_KEGG	3.826261602911266
161	169	1	1	TRUE_KEGG	2.777792940644617
65	1	1	1	TRUE_KEGG	2.682211820481288
82	87	1	1	TRUE_KEGG	2.777792940644617
57	291	1	1	TRUE_KEGG	2.7777929406446185
48	49	1	1	TRUE_KEGG	3.888867425148944
45	50	1	1	TRUE_KEGG	3.8888967415140985
49	50	1	1	TRUE_KEGG	2.7333410603225503
51	53	1	1	TRUE_KEGG	4.444444443742849
54	52	1	1	TRUE_KEGG	5.146090533922233
53	52	1	1	TRUE_KEGG	4.099999997969089
58	291	1	1	TRUE_KEGG	2.7777929406446185
85	95	1	1	TRUE_KEGG	2.777792940644617
61	65	1	1	TRUE_KEGG	6.087046850267883
162	164	1	1	TRUE_KEGG	3.826261602911266
163	166	1	1	TRUE_KEGG	6.218102176904178
164	167	1	1	TRUE_KEGG	9.302615397912327
62	66	1	1	TRUE_KEGG	4.741764249602783
63	289	1	1	TRUE_KEGG	4.741764249602783
224	234	1	1	TRUE_KEGG	4.444444443742849
59	61	1	1	TRUE_KEGG	4.807209748115141
83	119	1	1	TRUE_KEGG	2.777792940644617
213	210	1	1	TRUE_KEGG	2.777792940644617
111	117	1	1	TRUE_KEGG	4.444444443742849
260	253	1	1	TRUE_KEGG	3.3333104081156044
255	253	1	1	TRUE_KEGG	3.3333104081156044
239	237	1	1	TRUE_KEGG	3.333339366915445
243	237	1	1	TRUE_KEGG	3.333339366915445
191	177	1	1	TRUE_KEGG	4.741764249602783
144	142	1	1	TRUE_KEGG	3.437896419477538
134	139	1	1	TRUE_KEGG	3.8510452090159766
141	284	1	1	TRUE_KEGG	3.787793736711674
253	237	1	1	TRUE_KEGG	3.800012380147223
140	284	1	1	TRUE_KEGG	3.787793736711674
126	142	1	1	TRUE_KEGG	3.437896419477538
139	284	1	1	TRUE_KEGG	2.672678028291098
187	183	1	1	TRUE_KEGG	4.741764249602783
