ID1	ID2	conf	direction	type	score
185	184	1	1	TRUE_KEGG	6.087046850267883
184	188	1	1	TRUE_KEGG	2.682211820481288
183	188	1	1	TRUE_KEGG	5.598048507271695
177	188	1	1	TRUE_KEGG	5.598048507271695
186	185	1	1	TRUE_KEGG	4.807209748115141
142	284	1	1	TRUE_KEGG	4.345357658971769
66	1	1	1	TRUE_KEGG	5.598048507271695
289	1	1	1	TRUE_KEGG	5.598048507271695
118	291	1	1	TRUE_KEGG	2.7777929406446185
168	165	1	1	TRUE_KEGG	7.769383704468797
167	165	1	1	TRUE_KEGG	4.739106728456462
166	165	1	1	TRUE_KEGG	5.997836941432684
233	219	1	1	TRUE_KEGG	5.146090533922233
234	219	1	1	TRUE_KEGG	4.099999997969089
117	104	1	1	TRUE_KEGG	4.099999997969089
116	104	1	1	TRUE_KEGG	5.146090533922233
53	54	1	1	FALSE_KEGG	0.7967213112444337
164	160	1	1	FALSE_KEGG	0.261351706647328
169	161	1	1	FALSE_KEGG	0.3599980349031843
1	65	1	1	FALSE_KEGG	0.3728266322458318
87	82	1	1	FALSE_KEGG	0.3599980349031843
291	57	1	1	FALSE_KEGG	0.3599980349031842
49	48	1	1	FALSE_KEGG	0.2571442763857397
50	45	1	1	FALSE_KEGG	0.2571423379090958
50	49	1	1	FALSE_KEGG	0.36585262429050625
53	51	1	1	FALSE_KEGG	0.22500000003551826
52	54	1	1	FALSE_KEGG	0.19432227113148412
52	53	1	1	FALSE_KEGG	0.24390243914520587
291	58	1	1	FALSE_KEGG	0.3599980349031842
95	85	1	1	FALSE_KEGG	0.3599980349031843
65	61	1	1	FALSE_KEGG	0.1642832763733355
164	162	1	1	FALSE_KEGG	0.261351706647328
166	163	1	1	FALSE_KEGG	0.16082077321184715
167	164	1	1	FALSE_KEGG	0.10749665091221744
66	62	1	1	FALSE_KEGG	0.2108919691829407
289	63	1	1	FALSE_KEGG	0.2108919691829407
234	224	1	1	FALSE_KEGG	0.22500000003551826
61	59	1	1	FALSE_KEGG	0.20802087955327728
119	83	1	1	FALSE_KEGG	0.3599980349031843
210	213	1	1	FALSE_KEGG	0.3599980349031843
117	111	1	1	FALSE_KEGG	0.22500000003551826
253	260	1	1	FALSE_KEGG	0.300002063283786
253	255	1	1	FALSE_KEGG	0.300002063283786
237	239	1	1	FALSE_KEGG	0.2999994569785928
237	243	1	1	FALSE_KEGG	0.2999994569785928
177	191	1	1	FALSE_KEGG	0.2108919691829407
142	144	1	1	FALSE_KEGG	0.290875546550635
139	134	1	1	FALSE_KEGG	0.25966976384977863
284	141	1	1	FALSE_KEGG	0.2640059278592444
237	253	1	1	FALSE_KEGG	0.2631570373887196
284	140	1	1	FALSE_KEGG	0.2640059278592444
142	126	1	1	FALSE_KEGG	0.290875546550635
284	139	1	1	FALSE_KEGG	0.3741565536195159
183	187	1	1	FALSE_KEGG	0.2108919691829407
184	185	1	1	FALSE_KEGG	0.1642832763733355
188	184	1	1	FALSE_KEGG	0.3728266322458318
188	183	1	1	FALSE_KEGG	0.17863367898670945
188	177	1	1	FALSE_KEGG	0.17863367898670945
185	186	1	1	FALSE_KEGG	0.20802087955327728
284	142	1	1	FALSE_KEGG	0.23013065401770116
1	66	1	1	FALSE_KEGG	0.17863367898670945
1	289	1	1	FALSE_KEGG	0.17863367898670945
291	118	1	1	FALSE_KEGG	0.3599980349031842
165	168	1	1	FALSE_KEGG	0.12871033765841938
165	167	1	1	FALSE_KEGG	0.21101022983833545
165	166	1	1	FALSE_KEGG	0.16672677329589644
219	233	1	1	FALSE_KEGG	0.19432227113148412
219	234	1	1	FALSE_KEGG	0.24390243914520587
104	117	1	1	FALSE_KEGG	0.24390243914520587
104	116	1	1	FALSE_KEGG	0.19432227113148412
168	167	1	1	UNDIRECTED_KEGG	1.6394194411821792
168	166	1	1	UNDIRECTED_KEGG	1.295364275543801
167	168	1	1	UNDIRECTED_KEGG	0.6099720272189183
167	166	1	1	UNDIRECTED_KEGG	0.7901359731404178
166	168	1	1	UNDIRECTED_KEGG	0.7719836179519421
166	167	1	1	UNDIRECTED_KEGG	1.2656049515445698
233	234	1	1	UNDIRECTED_KEGG	1.2551440332856874
234	233	1	1	UNDIRECTED_KEGG	0.7967213112444337
117	116	1	1	UNDIRECTED_KEGG	0.7967213112444337
116	117	1	1	UNDIRECTED_KEGG	1.2551440332856874
