ID1	ID2	conf	direction	type	score
129	132	1	1	TRUE_KEGG	2.8790403769863753
124	126	1	1	TRUE_KEGG	1.6489853760555753
125	191	1	1	TRUE_KEGG	1.8886890662754128
125	123	1	1	TRUE_KEGG	4.933484770792407
124	123	1	1	TRUE_KEGG	2.1559926160676364
134	121	1	1	TRUE_KEGG	2.7778198970822463
130	191	1	1	TRUE_KEGG	2.4597825919077687
130	126	1	1	TRUE_KEGG	4.91427645641065
128	191	1	1	TRUE_KEGG	1.6433635828700692
128	126	1	1	TRUE_KEGG	3.2831938038708777
128	131	1	1	TRUE_KEGG	4.062936064264452
129	131	1	1	TRUE_KEGG	4.212552120849132
136	191	1	1	TRUE_KEGG	2.5939582404873027
136	132	1	1	TRUE_KEGG	4.3830031016718145
137	191	1	1	TRUE_KEGG	1.705446735393968
137	132	1	1	TRUE_KEGG	2.881687998787358
137	138	1	1	TRUE_KEGG	4.183460678761155
139	138	1	1	TRUE_KEGG	4.19063332364163
139	140	1	1	TRUE_KEGG	2.8850636132844985
147	191	1	1	TRUE_KEGG	1.7056554959339572
147	140	1	1	TRUE_KEGG	2.880478118862945
146	191	1	1	TRUE_KEGG	2.594416415897848
146	140	1	1	TRUE_KEGG	4.381400426421125
147	145	1	1	TRUE_KEGG	4.183865262037492
143	145	1	1	TRUE_KEGG	4.190561848005782
143	144	1	1	TRUE_KEGG	2.8850833929902917
153	144	1	1	TRUE_KEGG	2.8804746543124438
153	191	1	1	TRUE_KEGG	1.7056564856990888
152	144	1	1	TRUE_KEGG	4.381395431183356
152	191	1	1	TRUE_KEGG	2.594418083985557
153	150	1	1	TRUE_KEGG	4.183867698850722
154	150	1	1	TRUE_KEGG	4.190572007052717
154	151	1	1	TRUE_KEGG	2.885085842160375
155	149	1	1	TRUE_KEGG	4.945949017410924
124	162	1	1	TRUE_KEGG	4.4244650808543105
156	151	1	1	TRUE_KEGG	4.381474113854805
156	191	1	1	TRUE_KEGG	2.59446875712065
159	151	1	1	TRUE_KEGG	2.8806275350004094
159	191	1	1	TRUE_KEGG	1.7057496966208712
160	157	1	1	TRUE_KEGG	4.193746808660898
160	158	1	1	TRUE_KEGG	2.8858117552692035
159	157	1	1	TRUE_KEGG	4.184206900736583
161	155	1	1	TRUE_KEGG	7.47091555507762
170	161	1	1	TRUE_KEGG	4.945949017410924
163	191	1	1	TRUE_KEGG	2.6100428761475953
163	158	1	1	TRUE_KEGG	4.4056630781575254
164	191	1	1	TRUE_KEGG	1.7348671046791155
164	158	1	1	TRUE_KEGG	2.928396318100411
164	165	1	1	TRUE_KEGG	4.2919223549984755
166	165	1	1	TRUE_KEGG	5.597237622402641
166	201	1	1	TRUE_KEGG	2.360680903385257
167	168	1	1	TRUE_KEGG	8.956451375237616
201	119	1	1	TRUE_KEGG	2.5601597240829324
201	167	1	1	TRUE_KEGG	7.890707063974881
119	167	1	1	TRUE_KEGG	3.0821151468592025
132	129	1	1	FALSE_KEGG	0.34733795607505386
126	124	1	1	FALSE_KEGG	0.6064335163432628
191	125	1	1	FALSE_KEGG	0.5294677762772508
123	125	1	1	FALSE_KEGG	0.20269648057297682
123	124	1	1	FALSE_KEGG	0.4638234809096529
121	134	1	1	FALSE_KEGG	0.35999454142090903
191	130	1	1	FALSE_KEGG	0.40653999393678764
126	130	1	1	FALSE_KEGG	0.20348875543936987
191	128	1	1	FALSE_KEGG	0.6085080687096277
126	128	1	1	FALSE_KEGG	0.30458147149918546
131	128	1	1	FALSE_KEGG	0.2461274271075783
131	129	1	1	FALSE_KEGG	0.23738578688456158
191	136	1	1	FALSE_KEGG	0.38551121771803826
132	136	1	1	FALSE_KEGG	0.22815407080560102
191	137	1	1	FALSE_KEGG	0.58635662975953
132	137	1	1	FALSE_KEGG	0.34701883077585416
138	137	1	1	FALSE_KEGG	0.23903654815661593
138	139	1	1	FALSE_KEGG	0.23862741566017215
140	139	1	1	FALSE_KEGG	0.3466128079101697
191	147	1	1	FALSE_KEGG	0.586284863727675
140	147	1	1	FALSE_KEGG	0.3471645882159123
191	146	1	1	FALSE_KEGG	0.38544313621833554
140	146	1	1	FALSE_KEGG	0.22823752742837833
145	147	1	1	FALSE_KEGG	0.23901343312212975
145	143	1	1	FALSE_KEGG	0.23863148576983373
144	143	1	1	FALSE_KEGG	0.346610431583932
144	153	1	1	FALSE_KEGG	0.3471650057753053
191	153	1	1	FALSE_KEGG	0.5862845235159617
144	152	1	1	FALSE_KEGG	0.22823778764244373
191	152	1	1	FALSE_KEGG	0.3854428883966903
150	153	1	1	FALSE_KEGG	0.23901329391335502
150	154	1	1	FALSE_KEGG	0.2386309072644507
151	154	1	1	FALSE_KEGG	0.3466101373438484
149	155	1	1	FALSE_KEGG	0.20218566679109726
162	124	1	1	FALSE_KEGG	0.2260160226661597
151	156	1	1	FALSE_KEGG	0.22823368893995444
191	156	1	1	FALSE_KEGG	0.3854353602275802
151	159	1	1	FALSE_KEGG	0.3471465810312953
191	159	1	1	FALSE_KEGG	0.5862524859192545
157	160	1	1	FALSE_KEGG	0.23845025597034292
158	160	1	1	FALSE_KEGG	0.3465229491057759
157	159	1	1	FALSE_KEGG	0.23899391777781379
155	161	1	1	FALSE_KEGG	0.13385240304588217
161	170	1	1	FALSE_KEGG	0.20218566679109726
191	163	1	1	FALSE_KEGG	0.38313546843950425
158	163	1	1	FALSE_KEGG	0.22698058890563322
191	164	1	1	FALSE_KEGG	0.5764130274318401
158	164	1	1	FALSE_KEGG	0.3414838332567905
165	164	1	1	FALSE_KEGG	0.23299582734421465
165	166	1	1	FALSE_KEGG	0.17865955806441983
201	166	1	1	FALSE_KEGG	0.42360659526917965
168	167	1	1	FALSE_KEGG	0.11165136258817347
119	201	1	1	FALSE_KEGG	0.3906006295596292
167	201	1	1	FALSE_KEGG	0.1267313552375442
167	119	1	1	FALSE_KEGG	0.3244525114576072
191	126	1	1	UNDIRECTED_KEGG	1.9978499207928837
126	191	1	1	UNDIRECTED_KEGG	0.5005380982787393
130	128	1	1	UNDIRECTED_KEGG	1.4967975544473586
128	130	1	1	UNDIRECTED_KEGG	0.6680930210159355
191	132	1	1	UNDIRECTED_KEGG	1.6896968629874398
132	191	1	1	UNDIRECTED_KEGG	0.5918221320669123
136	137	1	1	UNDIRECTED_KEGG	1.5209846116290955
137	136	1	1	UNDIRECTED_KEGG	0.6574688477149815
191	140	1	1	UNDIRECTED_KEGG	1.6887807213881112
140	191	1	1	UNDIRECTED_KEGG	0.5921431878841199
147	146	1	1	UNDIRECTED_KEGG	0.6574332036608249
146	147	1	1	UNDIRECTED_KEGG	1.5210670748475128
144	191	1	1	UNDIRECTED_KEGG	0.5921442437084112
191	144	1	1	UNDIRECTED_KEGG	1.688777710203375
153	152	1	1	UNDIRECTED_KEGG	0.6574331624604048
152	153	1	1	UNDIRECTED_KEGG	1.5210671701706664
151	191	1	1	UNDIRECTED_KEGG	0.5921451752771046
191	151	1	1	UNDIRECTED_KEGG	1.6887750534014443
156	159	1	1	UNDIRECTED_KEGG	1.5210137585018197
159	156	1	1	UNDIRECTED_KEGG	0.6574562487751512
191	158	1	1	UNDIRECTED_KEGG	1.687965787236512
158	191	1	1	UNDIRECTED_KEGG	0.5924290690969339
163	164	1	1	UNDIRECTED_KEGG	1.5044627159671424
164	163	1	1	UNDIRECTED_KEGG	0.6646891208315195
119	167	1	1	UNDIRECTED_KEGG	3.0821151468592025
201	119	1	1	UNDIRECTED_KEGG	2.5601597240829324
167	119	1	1	UNDIRECTED_KEGG	0.3244525114576072
119	201	1	1	UNDIRECTED_KEGG	0.3906006295596292
