ID1	ID2	conf	direction	type	score
57	58	1	1	TRUE_KEGG	4.9721199868486305
59	58	1	1	TRUE_KEGG	3.24966416233844
59	60	1	1	TRUE_KEGG	4.236953621134678
328	58	1	1	TRUE_KEGG	1.0147404235252895
328	60	1	1	TRUE_KEGG	1.3230315187011146
322	328	1	1	TRUE_KEGG	2.720000760282251
64	322	1	1	TRUE_KEGG	2.245504912203865
11	322	1	1	TRUE_KEGG	2.5337897861295424
64	60	1	1	TRUE_KEGG	8.080778924645987
321	60	1	1	TRUE_KEGG	10.105288660642623
12	321	1	1	TRUE_KEGG	1.3735430175678887
332	12	1	1	TRUE_KEGG	4.604305342489948
62	321	1	1	TRUE_KEGG	6.9087181666505195
61	321	1	1	TRUE_KEGG	6.9087181666505195
331	321	1	1	TRUE_KEGG	3.681740774742737
333	11	1	1	TRUE_KEGG	1.716164337031592
326	327	1	1	TRUE_KEGG	2.026352674807668
24	21	1	1	TRUE_KEGG	5.229963165838571
21	327	1	1	TRUE_KEGG	2.8369828674832918
323	69	1	1	TRUE_KEGG	1.0000308981753872
69	323	1	1	TRUE_KEGG	0.9999691027792805
71	69	1	1	TRUE_KEGG	5.924973569702217
72	71	1	1	TRUE_KEGG	4.786255103367118
330	74	1	1	TRUE_KEGG	13.291790713149302
327	11	1	1	TRUE_KEGG	1.36642757469523
329	69	1	1	TRUE_KEGG	0.15821420270496703
11	321	1	1	TRUE_KEGG	0.9023210174059044
55	332	1	1	TRUE_KEGG	8.429815944827984
56	55	1	1	TRUE_KEGG	5.014870243149042
50	324	1	1	TRUE_KEGG	1.5627793856162986
52	334	1	1	TRUE_KEGG	7.1775082601417965
53	52	1	1	TRUE_KEGG	4.9270179437641355
324	332	1	1	TRUE_KEGG	6.232966469391649
332	331	1	1	TRUE_KEGG	1.7177231752198796
346	324	1	1	TRUE_KEGG	8.60908967500983
47	48	1	1	TRUE_KEGG	3.888875801223654
47	335	1	1	TRUE_KEGG	2.7333204550892565
36	331	1	1	TRUE_KEGG	2.0522349184750386
324	36	1	1	TRUE_KEGG	5.217000674951088
344	331	1	1	TRUE_KEGG	8.23583999390669
345	331	1	1	TRUE_KEGG	8.23583999390669
44	344	1	1	TRUE_KEGG	5.002601231971625
43	345	1	1	TRUE_KEGG	5.002601231971625
45	42	1	1	TRUE_KEGG	2.777752506539965
